Parameter Set, Similarity Measure, Nominal, Experimental, StdDev of Resid, Nom Points, Exp Points, Pts In Band, Total Points, Similarity
0, global_sd, dat:Average, art,      0.823881, 202, 202, 117, 202,      0.579208
